"EDO","MUN","DESCRIP"
"30","2241",ALVARADO
"30","2242","ANTIGUA, LA"
"30","2243",BOCA DEL RIO
"30","2244",COTAXTLA
"30","2245",IGNACIO DE LA LLAVE
"30","2246",JAMAPA
"30","2247",MANLIO FABIO ALTAMIRANO
"30","2248",MEDELLIN
"30","2249",PASO DE OVEJAS
"30","2250",PUENTE NACIONAL
"30","2251",SOLEDAD DE DOBLADO
"30","2252",TLALIXCOYAN
"30","2253",URSULO GALVAN
"30","2254",VERACRUZ
"30","2255",ACULA
"30","2256",AMATITLAN
"30","2257",COSAMALOAPAN
"30","2258",CHACALTIANGUIS
"30","2259",ISLA
"30","2260",IXMATLAHUACAN
"30","2261",JUAN RODRIGUEZ CLARA
"30","2262",OTATITLAN
"30","2263",PLAYA VICENTE
"30","2264",JOSE AZUETA
"30","2265",TIERRA BLANCA
"30","2266",TLACOJALPAN
"30","2267",TLACOTALPAN
"30","2268",TUXTILLA
"30","2269",TRES VALLES
"30","2270",CARLOS A. CARRILLO
"30","2271",ACAYUCAN
"30","2272",ANGEL R. CABADA
"30","2273",CATEMACO
"30","2274",HUEYAPAN DE OCAMPO
"30","2275",JESUS CARRANZA
"30","2276",LERDO DE TEJADA
"30","2277",OLUTA
"30","2278",SALTABARRANCA
"30","2279",SAN ANDRES TUXTLA
"30","2280",SAN JUAN EVANGELISTA
"30","2281",SANTIAGO TUXTLA
"30","2282",SAYULA DE ALEMAN
"30","2283",SOCONUSCO
"30","2284",TEXISTEPEC
"30","2285",COATZACOALCOS
"30","2286",COSOLEACAQUE
"30","2287",CHINAMECA
"30","2288","CHOAPAS, LAS"
"30","2289",HIDALGOTITLAN
"30","2290",IXHUATLAN DEL SURESTE
"30","2291",JALTIPAN
"30","2292",MECAYAPAN
"30","2293",MINATITLAN
"30","2294",MOLOACAN
"30","2295",OTEAPAN
"30","2296",PAJAPAN
"30","2297",SOTEAPAN
"30","2298",ZARAGOZA
"30","2299",AGUA DULCE
"30","2300",NANCHITAL DE LAZARO CARDENAS DEL R.
"30","2301",UXPANAPA
"30","2302",TATAHWICAPAM
"30","2303",SE IGNORA
"31","2304",ABALA
"31","2305",ACANCEH
"31","2306",BACA
"31","2307",BOKOBA
"31","2308",BUCTZOTZ
"31","2309",CACALCHEN
"31","2310",CANSAHCAB
"31","2311",CELESTUN
"31","2312",CENOTILLO
"31","2313",CONKAL
"31","2314",CUZAMA
"31","2315",CHICXULUB PUEBLO
"31","2316",CHOCHOLA
"31","2317",DZEMUL
"31","2318",DZIDZANTUN
"31","2319",DZILAM DE BRAVO
"31","2320",DZILAM GONZALEZ
"31","2321",DZONCAUICH
"31","2322",HALACHO
"31","2323",HOCABA
"31","2324",HOCTUN
"31","2325",HOMUN
"31","2326",HUHI
"31","2327",HUNUCMA
"31","2328",IXIL
"31","2329",IZAMAL
"31","2330",KANASIN
"31","2331",KANTUNIL
"31","2332",KINCHIL
"31","2333",KOPOMA
"31","2334",MAXCANU
"31","2335",MERIDA
"31","2336",MOCOCHA
"31","2337",MOTUL
"31","2338",MUXUPIP
"31","2339",PROGRESO
"31","2340",SAMAHIL
"31","2341",SANAHCAT
"31","2342",SEYE
"31","2343",SINANCHE
"31","2344",SOTUTA
"31","2345",SUDZAL
"31","2346",SUMA
"31","2347",TAHMEK
"31","2348",TECOH
"31","2349",TEKAL DE VENEGAS
"31","2350",TEKANTO
"31","2351",TEKIT
"31","2352",TELCHAC PUEBLO
"31","2353",TELCHAC PUERTO
"31","2354",TEMAX
"31","2355",TEPAKAN
"31","2356",TETIZ
"31","2357",TEYA
"31","2358",TIMUCUY
"31","2359",TIXKOKOB
"31","2360",TIXPEHUAL
"31","2361",TUNKAS
"31","2362",UCU
"31","2363",UMAN
"31","2364",XOCCHEL
"31","2365",YAXKUKUL
"31","2366",YOBAIN
"31","2367",CALOTMUL
"31","2368",CUNCUNUL
"31","2369",CHANKOM
"31","2370",CHEMAX
"31","2371",CHICHIMILA
"31","2372",CHIKINDZONOT
"31","2373",DZITAS
"31","2374",ESPITA
"31","2375",KAUA
"31","2376",PANABA
"31","2377",QUINTANA ROO
"31","2378",RIO LAGARTOS
"31","2379",SAN FELIPE
"31","2380",SUCILA
"31","2381",TEKOM
"31","2382",TEMOZON
"31","2383",TINUM
"31","2384",TIXCACALCUPUL
"31","2385",TIZIMIN
"31","2386",UAYMA
"31","2387",VALLADOLID
"31","2388",YAXCABA
"31","2389",AKIL
"31","2390",CANTAMAYEC
"31","2391",CHACSINKIN
"31","2392",CHAPAB
"31","2393",CHUMAYEL
"31","2394",DZAN
"31","2395",MAMA
"31","2396",MANI
"31","2397",MAYAPAN
"31","2398",MUNA
"31","2399",OPICHEN
"31","2400",OXKUTZCAB
"31","2401",PETO
"31","2402",SACALUM
"31","2403",SANTA ELENA
"31","2404",TAHDZIU
"31","2405",TEABO
"31","2406",TEKAX
"31","2407",TICUL
"31","2408",TIXMEHUAC
"31","2409",TZUCACAB
"31","2410",SE IGNORA
"32","2411",CALERA
"32","2412",GENARO CODINA
"32","2413",GUADALUPE
"32","2414",MORELOS
"32","2415",PANUCO
"32","2416",VETAGRANDE
"32","2417",VILLA DE COS
"32","2418",ZACATECAS
"32","2419",TRANCOSO
"32","2420",CUAUHTEMOC
"32","2421",GENERAL PANFILO NATERA
"32","2422",LORETO
"32","2423",LUIS MOYA
"32","2424",NORIA DE ANGELES
"32","2425",OJOCALIENTE
"32","2426",PINOS
"32","2427",VILLA GARCIA
"32","2428",VILLA GONZALEZ ORTEGA
"32","2429",VILLA HIDALGO
"32","2430",CHALCHIHUITES
"32","2431",FRESNILLO
"32","2432",ENRIQUE ESTRADA
"32","2433",JIMENEZ DEL TEUL
"32","2434",SAIN ALTO
"32","2435",SOMBRERETE
"32","2436",VALPARAISO
"32","2437",CAÑITAS DE FELIPE PESCADOR
"32","2438",FRANCISCO R. MURGUIA
"32","2439",JUAN ALDAMA
"32","2440",MIGUEL AUZA
"32","2441",RIO GRANDE
"32","2442",APOZOL
"32","2443",APULCO
"32","2444",GENERAL JOAQUIN AMARO
"32","2445",HUANUSCO
"32","2446",JALPA
"32","2447",JUCHIPILA
"32","2448",MEZQUITAL DEL ORO
"32","2449",MOYAHUA DE ESTRADA
"32","2450",NOCHISTLAN DE MEJIA
"32","2451",TABASCO
"32","2452",VILLANUEVA
"32","2453",ATOLINGA
"32","2454",BENITO JUAREZ
"32","2455",TRINIDAD GARCIA DE LA CADENA
"32","2456",JEREZ
"32","2457",MOMAX
"32","2458",MONTE ESCOBEDO
"32","2459",SUSTICACAN
"32","2460",TEPECHITLAN
"32","2461",TEPETONGO
"32","2462",TEUL DE GONZALEZ ORTEGA
"32","2463",TLALTENANGO DE SANCHEZ ROMAN
"32","2464",CONCEPCION DEL ORO
"32","2465",MAZAPIL
"32","2466",MELCHOR OCAMPO
"32","2467","SALVADOR, EL"
"32","2468",SE IGNORA
